,Date,Game Location,ID,Tweet,User
406,2019-01-20 10:52:02+00:00,Toronto,1086939400834027520,pics yesterday #winniethepooh s relatives #memphisgrizzlies vs the #raptors pregame #scotiabankarena @memgrizz vs @raptors @mlsesportsfan24 @mlsesportsfan24 vicrock221 paigefan133… https://www.instagram.com/p/Bs2oqZaHW15/?utm_source=ig_twitter_share&amp;igshid=1w4d0agparzj,mlsesportsfan24
407,2019-01-20 11:07:08+00:00,Toronto,1086943200370221056,pics of me with athlete #alexanderbilieau olympian #bluejays justin smoak #smoaky #timandsid and me #davereid mapleleafs #mugsybogues raptors and female team canada girl pics… https://www.instagram.com/p/Bs2qYrqHEl4/?utm_source=ig_twitter_share&amp;igshid=181s52k363ntr,mlsesportsfan24
408,2019-01-20 11:37:19+00:00,Toronto,1086950798305751042,Toronto Raptors defeats Memphis Grizzlies (119-90) #NBA #basketball #torontoraptors #toronto #raptors #memphisgrizzlies #memphis #grizzlies #saturday #saturdaynight #lovethisgame… https://www.instagram.com/p/Bs2t2QTFhxT/?utm_source=ig_twitter_share&amp;igshid=1v37xjs3yeq6s,RodriguesPhelps
409,2019-01-21 00:43:56+00:00,Toronto,1087148758515752962,With the Raptors Game last night that makes 10 NBA arenas in books. I don’t think the seat neighbors appreciated me narrating the hockey game Uncle snoopdogg though. #sports #nba #nhl… https://www.instagram.com/p/Bs4GHk8hVsG/?utm_source=ig_twitter_share&amp;igshid=s5q6gcn9ui61,LBoogie5
410,2019-01-21 13:36:07+00:00,Toronto,1087343082490785792,#raptors north signed hat #torontorock signed hat jays hat and signed sportsnet hat @mlsesportsfan24 vicrock221 @mlsesportsfan24 paigefan133 @mlsesportsfan24 guanny4 from home pic. @… https://www.instagram.com/p/Bs5gPZjHNI1/?utm_source=ig_twitter_share&amp;igshid=tnc2n8s7q5xf,mlsesportsfan24
411,2019-01-27 17:54:51+00:00,Toronto,1089582521942192128,"There is nothing that beats the energy you feel watching a @raptors game. The team, the fans, the game - it’s such an amazing experience, and I always look forward to it. For me (this… https://www.instagram.com/p/BtJXeNNhv2V/?utm_source=ig_twitter_share&amp;igshid=1idj1w8t5wziw",michellejobin
412,2019-01-27 23:22:59+00:00,Toronto,1089665099294564352,"A full day of meetings, reading and building...now taking time to #CrushIt (shout-out @garyvee ) before I cheer on my @raptors #sundayfunday #garyvee #entrepreneurlife @Toronto, Ontario https://www.instagram.com/p/BtKAKdmg6P_/?utm_source=ig_twitter_share&amp;igshid=xb0lpyrxgik",reereephillips
413,2019-01-28 04:38:50+00:00,Toronto,1089744587030179840,"I am sorry, BUT NOT REALLY... Whenever my @raptors play &amp; beat the dallasmavs I have to post this pic of me and @poizonivythedj my #African sister and #OfficialDJ of the #DallasMavs … https://www.instagram.com/p/BtKkUakAVLK/?utm_source=ig_twitter_share&amp;igshid=bzw2cf4skh00",MCBonde1
414,2019-01-28 14:20:04+00:00,Toronto,1089890856964784128,"Detail of alexis.eke illustration kawhinot for @consciousbbx and @raptors // . . #alexiseke #torontoraptors #consciousbasketball #kawhileonard #thecanvasagency @Toronto, Ontario https://www.instagram.com/p/BtLm1N_nQ-h/?utm_source=ig_twitter_share&amp;igshid=vl8mndzp6e2s",thecanvasagency
415,2019-01-28 18:03:41+00:00,Toronto,1089947134139322369,"Detail of alexis.eke illustration kawhinot for @consciousbbx and @raptors // . . #alexiseke #torontoraptors #consciousbasketball #kawhileonard #thecanvasagency @Toronto, Ontario https://www.instagram.com/p/BtMAbVKnD9H/?utm_source=ig_twitter_share&amp;igshid=18qp84snmzj4n",thecanvasagency
416,2019-01-28 22:22:45+00:00,Toronto,1090012327821357058,"Detail of alexis.eke illustration kawhinot for @consciousbbx and @raptors // . . #alexiseke #torontoraptors #consciousbasketball #kawhileonard #thecanvasagency @Toronto, Ontario https://www.instagram.com/p/BtMeEdNg0LL/?utm_source=ig_twitter_share&amp;igshid=1pg1ijcb0e09n",thecanvasagency
417,2019-01-29 01:38:26+00:00,Toronto,1090061574365212677,"Come out and support our programs and catch a Raptors game at the same time! #lordsbasketball @Toronto, Ontario https://www.instagram.com/p/BtM0MU9nUZr/?utm_source=ig_twitter_share&amp;igshid=18cnbq8jgjb26",Lordsbasketball
418,2019-01-31 00:53:09+00:00,Toronto,1090774956441591810,Ahhhh you dun know y’all. New episode fresh off the stovetop. Talking about the Raptors. Lebron &amp; Kyrie. Chris Breeezy. Future &amp; more. Hit that link in the bio Ye heard. @UnCut_Kelo &amp; Q… https://www.instagram.com/p/BtR4Q0IFVxk/?utm_source=ig_twitter_share&amp;igshid=1tliqlqc4mk1a,UnCut_Kelo
419,2019-01-31 17:27:27+00:00,Toronto,1091025179793338368,"Register for the February 11th bootcamp by Friday, February 1st for a chance to win two tickets to the Toronto Raptors game vs. New York Knicks in March! Email in to Body Buster to be… https://www.instagram.com/p/BtTqqZZh6js/?utm_source=ig_twitter_share&amp;igshid=87lom186q1td",BodyBuster
420,2019-01-31 23:56:35+00:00,Toronto,1091123107602071552,Battle of the top 2 seeds in the east. . . #bucks #raptors #wethenorth #tangerinehoops #scotiabank #mlse #acc #rtz #letsgoraptors #torontoraptors #tr #torontosports #greekfreak… https://www.instagram.com/p/BtUXMi9gTuG/?utm_source=ig_twitter_share&amp;igshid=1lvz0zowg3j8w,Mr_Fernandes
421,2019-01-31 23:58:19+00:00,Toronto,1091123542471651329,Battle for 1st in the East. #bucksvsraptors @ingridgrade1 and I having some pregame refreshments Go #raptors @Scotiabank Arena https://www.instagram.com/p/BtUXZTTFbpk/?utm_source=ig_twitter_share&amp;igshid=1u6thu9lhzwum,rwitmeyer
422,2019-02-01 01:03:42+00:00,Toronto,1091139995577081857,We feel naked w/o our Raptors gear. #SpontaneousPlans. @Scotiabank Arena https://www.instagram.com/p/BtUe39-AQ_p/?utm_source=ig_twitter_share&amp;igshid=gizh0pk4hxuv,A2theLising
423,2019-02-01 01:03:44+00:00,Toronto,1091140007027503105,Let the game begin @raptors vs. Bucks. 2 of the NBA top teams. #wethenorth @Scotiabank Arena https://www.instagram.com/p/BtUe4VmgVOQV84eHhX-nBIg1ms15mYMHnYUtHI0/?utm_source=ig_twitter_share&amp;igshid=n9r8nsrcllmr,MaorDaniel1
424,2019-02-01 01:40:55+00:00,Toronto,1091149363919900673,On TV @torontopearson Flyers-Bruins and a bunch of other stuff but no @raptors vs Bucks @Toronto Pearson International Airport https://www.instagram.com/p/BtUjBQsHf8n/?utm_source=ig_twitter_share&amp;igshid=evopyj04ug7a,therealbenhardy
425,2019-02-01 02:28:08+00:00,Toronto,1091161244478857216,Me and ivonnepayz at @raptors game vs @bucks Go Raptors! #toronto #basketball #winter #raptors @Scotiabank Arena https://www.instagram.com/p/BtUoixtAO4B/?utm_source=ig_twitter_share&amp;igshid=tm4gyx3ydjf4,lstrangway
426,2019-02-01 02:49:27+00:00,Toronto,1091166612038864897,Raptors Night Baby! @Scotiabank Arena https://www.instagram.com/p/BtUq-79hGeM/?utm_source=ig_twitter_share&amp;igshid=7hmx77rwbu1v,KaitlinHazen
427,2019-02-01 02:58:29+00:00,Toronto,1091168882063077376,Baby’s first Raptors game #raptors #wethenorth @Scotiabank Arena https://www.instagram.com/p/BtUsBLqANfy1SdDw6eXF5DO0bLxAKD2rghHDQE0/?utm_source=ig_twitter_share&amp;igshid=1g4a4i3uvwtmx,staceyjf
428,2019-02-01 03:14:29+00:00,Toronto,1091172909543055361,"#Wethenorth (@Scotiabank Arena for Toronto Raptors vs. Milwaukee Bucks in Toronto, Ontario) https://www.swarmapp.com/c/5ItQSc53App",jswaby
429,2019-02-01 09:11:20+00:00,Toronto,1091262715266445317,Milwaukee Bucks defeats Toronto Raptors (105-92) #NBA #basketball #milwaukeebucks #milwaukee #bucks #torontoraptors #toronto #raptors #thursday #ThursdayNight #lovethisgame… https://www.instagram.com/p/BtVWr7FlGVB/?utm_source=ig_twitter_share&amp;igshid=us32wsem5vbj,RodriguesPhelps
430,2019-02-01 13:35:49+00:00,Toronto,1091329273372295168,#fbf to covering the Raptors 995 at the Air Canada Centre! * * * #nbagleague #acc #torontotaptors #raptors905 #spursinthe6 #wethenorth #todtothesix #mediacredentials #flashbackfriday @Air… https://www.instagram.com/p/BtV09Oql3hq/?utm_source=ig_twitter_share&amp;igshid=ujxwv8sobr9y,spursinthe6
431,2019-02-02 18:45:07+00:00,Toronto,1091769498472992768,Raptors #YouCanPlay caps still available at #RealSportsApparel for $20! Got mine! All $20 goes to youcanplayteam and their mission to support #LGBTQ inclusion in sports. #Raptors #LGBT… https://www.instagram.com/p/BtY9JXRgori/?utm_source=ig_twitter_share&amp;igshid=1sjwj3n0huxrs,budrickton
432,2019-02-07 19:13:44+00:00,New York,1093588640465182720,"Its the end of an era in Memphis! Marc Gasol has been traded to the @raptors in exchange for Jonas Valanciunas, Delon Wright, CJ Milles and a 2024 second-round pick to the the Grizzlies… https://www.instagram.com/p/Btl4ZczlMOL/?utm_source=ig_twitter_share&amp;igshid=ufi56h5ta9rm",Jboltonshow
433,2019-02-09 01:58:00+00:00,Toronto,1094052764601196544,Gotta share some Raptors love at the airport! #project365 @Toronto Pearson International Airport https://www.instagram.com/p/BtpLdPcnEIY/?utm_source=ig_twitter_share&amp;igshid=737uznp5rzjt,AashniSShah
434,2019-02-09 12:29:31+00:00,Toronto,1094211691758313478,#nbanow game app picd #haweuip9 phone #Raptors #letsgoraptors #wethenorth #northovereverything @mlsesportsfan24 vicrock221 @mlsesportsfan24 paigefan133 @mlsesportsfan24 guanny4 . @… https://www.instagram.com/p/BtqTuX0Hor4/?utm_source=ig_twitter_share&amp;igshid=1jteuk76jcjxn,mlsesportsfan24
435,2019-02-09 17:54:15+00:00,Toronto,1094293413883604992,RAAAAAAAAPTORS??! RAPTORS?? @Scotiabank Arena https://www.instagram.com/p/Btq45B7HgNt/?utm_source=ig_twitter_share&amp;igshid=1ncmapjvtgqk8,_kishanmistry
436,2019-02-10 01:52:44+00:00,Toronto,1094413828803063813,"At the Dragon Ball Gala 2019 putting a bid on a basketball signed by the entire Toronto Raptors team.. my $350 bid is outbid already.. #illbebacklater @Beanfield Centre , Toronto https://www.instagram.com/p/Btrvpotlkz5/?utm_source=ig_twitter_share&amp;igshid=8rx1i1pu0v1v",ray_nabbijohn
437,2019-02-10 14:47:20+00:00,Toronto,1094608762239774721,Welcome to Toronto @marcgasol from all of us @raptors fans at Pai! #tbt #crazyraptorsfans #torontoraptors #goraptors #basketball #paitoronto @Pai Toronto https://www.instagram.com/p/BttISx2hcoO/?utm_source=ig_twitter_share&amp;igshid=125qphuryltqx,PaiToronto
438,2019-02-10 15:42:22+00:00,Toronto,1094622612343394304,"#Repost @jvalanciunas ・・・ Close to 7 years ago I came to Toronto for a reason. I came for the people, for the Raptors organization, for the city. Thank you guys for believing in me, for… https://www.instagram.com/p/BttOl92AN1U/?utm_source=ig_twitter_share&amp;igshid=1047stu2s6j9e",GemstoneInt
439,2019-02-11 20:13:04+00:00,Toronto,1095053122412507136,So jlin7 is leaving @atlhawks but welcome to @raptors 飲茶我請 #Repost jlin7 with get_repost ・・・ THANK YOU to the Hawks so much for this opportunity. Coming off of 2 years of being… https://www.instagram.com/p/BtwSXUcnrjX/?utm_source=ig_twitter_share&amp;igshid=h1kxht9wlh4t,colinkit_
440,2019-02-11 23:22:44+00:00,Toronto,1095100856104554496,"Come to Rama tonight!!! Let’s watch the raptors together!!!! @Mississauga, Ontario https://www.instagram.com/p/BtwoEf4BpmX/?utm_source=ig_twitter_share&amp;igshid=awhrp1vios98",RamaGamingCtr
441,2019-02-11 23:26:22+00:00,Toronto,1095101768734855168,"Let’s go Raptors (@Scotiabank Arena for Toronto Raptors vs. Brooklyn Nets in Toronto, Ontario w/ @orhnsnmez)",eileen90ca
442,2019-02-12 00:28:58+00:00,Toronto,1095117521877778432,Ready for the #Gasol #toronto #Raptors home debut ... should be a fun game @Scotiabank Arena https://www.instagram.com/p/BtwvpmpFoFP/?utm_source=ig_twitter_share&amp;igshid=g4i5soccztk6,rmaturana
443,2019-02-12 00:33:33+00:00,Toronto,1095118677412696066,There be Marc Gasol. #NBA #Raptors @Scotiabank Arena https://www.instagram.com/p/BtwwLDygm0T/?utm_source=ig_twitter_share&amp;igshid=1q7bwr7x588wj,mcauz56
444,2019-02-12 00:50:24+00:00,Toronto,1095122918546128896,Game night! TOR vs BKN. Let’s go! #raptors #nba #wethenorth #tipoff #gobig #allthewayup #toronto #brooklyn #views #viewsfromthe6 @Toronto Raptors https://www.instagram.com/p/BtwyGpfFwNI/?utm_source=ig_twitter_share&amp;igshid=1gctdslwqvr,JimmyWWilliams
445,2019-02-12 00:58:11+00:00,Toronto,1095124876749201409,Sting courtside at the Raptors. #raptors #nba #wethenorth #courtside #views #viewsfromthe6 #allthewayup #gobig @Toronto Raptors https://www.instagram.com/p/Btwy_tWldNs/?utm_source=ig_twitter_share&amp;igshid=jes5t9v7w2o7,JimmyWWilliams
446,2019-02-12 01:20:30+00:00,Toronto,1095130491974504448,One of the biggest mysteries in sports .... Who the hell is the #brooklynnets head coach? #NBA #Raptors @Scotiabank Arena https://www.instagram.com/p/Btw1jNbAanT/?utm_source=ig_twitter_share&amp;igshid=ufbtyo7fpaxr,mcauz56
447,2019-02-12 01:37:31+00:00,Toronto,1095134775965335552,Let's get this W @Raptors ,kennymalhotra
448,2019-02-12 01:41:26+00:00,Toronto,1095135758820749312,To close to call! #letsgoraptors @raptors scotiabankarena @nba #wethenorth #raptorsforthewin #basketball #nba #letsdothis danny_green_fanpage @DGreen_14 @Toronto Raptors https://www.instagram.com/p/Btw38Gwho3x/?utm_source=ig_twitter_share&amp;igshid=19u3sy1bvc953,apaxintransit
449,2019-02-12 02:19:49+00:00,Toronto,1095145421100408833,Go Raptors!! @Scotiabank Arena https://www.instagram.com/p/Btw8Vl4jb68/?utm_source=ig_twitter_share&amp;igshid=m802lrwafm4,MattLivigni
450,2019-02-12 03:07:35+00:00,Toronto,1095157440180408321,Raptors @Toronto Raptors https://www.instagram.com/p/BtxBzYdg66n/?utm_source=ig_twitter_share&amp;igshid=1oikw8y9kt9ui,ColdwellTim
451,2019-02-12 03:09:09+00:00,Toronto,1095157834109603853, @Toronto Raptors https://www.instagram.com/p/BtxB7ZegEoE/?utm_source=ig_twitter_share&amp;igshid=1kbwxi1s111jf,ColdwellTim
452,2019-02-12 03:24:35+00:00,Toronto,1095161718890774528,"Strong start to the week, Toronto, strong start. . . . . . #toronto #416 #yyz #lovetoronto #raptors #drake #grammys #cntower #sports #urbanphotography #streetphotography #torontolife @… https://www.instagram.com/p/BtxDv81BgJB/?utm_source=ig_twitter_share&amp;igshid=lb31wz0fx9ya",plforestell
453,2019-02-12 03:42:28+00:00,Toronto,1095166217579458560,Wow what a game! @raptors win in final seconds #wethenorth @marcgasol @Klow7 kawhi2ground @pskills43 @sergeibaka_7 @Drake @Scotiabank Arena https://www.instagram.com/p/BtxFyrYAkiy/?utm_source=ig_twitter_share&amp;igshid=a017pfrxruhn,jenncroke
454,2019-02-12 04:13:14+00:00,Toronto,1095173963897102338,We get the WIN and big games from #theklaw @Klow7 The Big Spain @marcgasol all while fricken STING WAS AT COURTSIDE!!! #raptors 127 #Brooklyn 125 . . Me and @matterofkat loved the… https://www.instagram.com/p/BtxJT-xgB1F/?utm_source=ig_twitter_share&amp;igshid=d0qq3z0xd6yz,strizzzy
455,2019-02-12 05:49:03+00:00,Toronto,1095198076929634304,Thanks @raptors won a @oanunoby Jersey at the game tonight! #wethenorth #rtz #raptorsquad #raptorsjersey @Scotiabank Arena https://www.instagram.com/p/BtxUSKAAiZx/?utm_source=ig_twitter_share&amp;igshid=1wz76hue5fgri,kennymalhotra
456,2019-02-12 11:10:52+00:00,Toronto,1095279064540037120,Toronto Raptors defeats Brooklyn Nets (127-125) #NBA #basketball #torontoraptors #toronto #raptors #canada #brooklynnets #brooklyn #nets #monday #mondaynight #lovethisgame… https://www.instagram.com/p/Btx5HJLFSa8/?utm_source=ig_twitter_share&amp;igshid=9lv4d5vv4rr3,RodriguesPhelps
457,2019-02-12 16:16:37+00:00,Toronto,1095356008384188416,"@marcgasol makes his home debut for the Raptors, scoring 16pts, 6rebs &amp; 2asts off the bench! @Scotiabank Arena https://www.instagram.com/p/BtybswZAqRf/?utm_source=ig_twitter_share&amp;igshid=1b2k93h8yzj55",atbnews_
458,2019-02-13 04:14:27+00:00,Toronto,1095536654176129025,"Take me a few days to process this. In 2011 I want our @raptors to draft this big Lithuanian kid named @jvalanciunas I was so happy when that happen, I been so amazed by his… https://www.instagram.com/acraptor23/p/BtzuQETAA3g/?utm_source=ig_twitter_share&amp;igshid=zum5rss4pal4",aldo_chavez
459,2019-02-13 22:54:26+00:00,Toronto,1095818509173420032,"jlin7 is a @raptors From #vinsanity to #linsanity MAKES SENSE!! . . . And before you even ask about his number, you gotta know He comes here with honor, respect and the hunger to win!… https://www.instagram.com/p/Bt1uaqZgi0w/?utm_source=ig_twitter_share&amp;igshid=1elyztedwdz8k",strizzzy
460,2019-02-13 23:53:28+00:00,Toronto,1095833367008956417,"Let’s go Raptors! (at @ScotiabankArena for @Raptors @WashWizards in Toronto, Ontario)",Shashena
461,2019-02-14 00:16:34+00:00,Toronto,1095839177772429312,Let’s go #Raptors. #RTZ vs #Wizards. #WeTheNorth @Scotiabank Arena https://www.instagram.com/p/Bt130otAZPe/?utm_source=ig_twitter_share&amp;igshid=eyeypm3f9wx0,Shashena
462,2019-02-14 00:21:32+00:00,Toronto,1095840429629566976,"#Lin #Gasol our new boys are here, waiting for one more so we can do our thing and take the East. #RTZ time for the coaches to do their job now, team is almost ready. @Toronto Raptors https://www.instagram.com/p/Bt14Yy7At7D/?utm_source=ig_twitter_share&amp;igshid=1f9jfo77yshge",Shashena
463,2019-02-14 00:29:04+00:00,Toronto,1095842324033097728,Go raptors @Scotiabank Arena https://www.instagram.com/p/Bt15N1egQ2Ae_jhPAxHmngf1FySCOR3z9U3VpA0/?utm_source=ig_twitter_share&amp;igshid=10bk9kuvj3k4y,marc_raso
464,2019-02-14 00:31:53+00:00,Toronto,1095843033151463430,"Spur of the moment idea this afternoon. Hey, why not go catch #jeremylin opening night as a #raptor. @Scotiabank Arena https://www.instagram.com/p/Bt15k3lHQ3bmVS2eAEMBUoH6wEjCJqYQky3d3Y0/?utm_source=ig_twitter_share&amp;igshid=ry2yozdbs62k",EricLabonte
465,2019-02-14 01:05:09+00:00,Toronto,1095851403833233409,"Embrace the #Linsanity!!! I’m at tonight’s @raptors game and the newest member of the team, Jeremy Lin, has come on to the court. Welcome, jlin7! #Raptors #WeTheNorth #RTZ #the6ix… https://www.instagram.com/p/Bt19YXxHptV/?utm_source=ig_twitter_share&amp;igshid=17q3wyqkqbf8d",DavidAGaspar
466,2019-02-14 02:02:27+00:00,Toronto,1095865823476932608,"Next man up. Linsanity! #TS95 #Raptors #WeTheNorth -- Reposted from @raptors - Welcome to the North Side, jlin7 @Toronto, Ontario https://www.instagram.com/p/Bt2DtA8A7Mw/?utm_source=ig_twitter_share&amp;igshid=1foztsyjgzkiq",trapd95
467,2019-02-14 03:27:05+00:00,Toronto,1095887124463640577,"Mama Lin n Jeremy both of em shooting around Family over everything #mamasboy jlin7 @raptors @Toronto, Ontario https://www.instagram.com/p/Bt2NiTcFYFw/?utm_source=ig_twitter_share&amp;igshid=1ozyx8wwqs1lv",HsinJeremy
468,2019-02-14 03:30:15+00:00,Toronto,1095887919125020672,Toronto Raptors defeats Washington Wizards (129-120) #NBA #basketball #torontoraptors #toronto #raptors #canada #washingtonwizards #washington #wizards #dc #wednesday… https://www.instagram.com/p/Bt2N_SClMq4/?utm_source=ig_twitter_share&amp;igshid=wap2d96ajbe9,RodriguesPhelps
469,2019-02-14 04:16:43+00:00,Toronto,1095899612575981568,Great night Gryphons at the Raptors 905 game! @guelph_gryphons gyba_jrgryphons @raptors905 @paramountfoods @Paramount Fine Foods Centre https://www.instagram.com/rjkirk007/p/Bt2TTY1Bk38/?utm_source=ig_twitter_share&amp;igshid=1v2jq8ncf2bpo,Nodrafting
470,2019-02-14 04:19:10+00:00,Toronto,1095900231739293696,Another win for the Raptors! And...Debut for JEREMY LIN!! • • • • • #wethenorth #torontoraptors #raptors #jeremylin #jlin17 #siakamvp @Scotiabank Arena https://www.instagram.com/p/Bt2TlUDh5OybNNjiVASwD3ggVtwbYUDR06_knY0/?utm_source=ig_twitter_share&amp;igshid=fno1rlcowart,icyangel88
471,2019-02-14 04:56:20+00:00,Toronto,1095909583296622593,Wizards vs Raptors #sinfiltro #canadianbeer en Scotiabank Arena https://www.instagram.com/p/Bt2X1zBHm55/?utm_source=ig_twitter_share&amp;igshid=1k6r808o4820v,ranasoz
472,2019-02-14 06:26:57+00:00,Toronto,1095932389388443648,"About to add this to my collection. @marcgasol @Raptors #WeTheNorth #LetsGoRaptors @Toronto, Ontario https://www.instagram.com/p/Bt2iNdJAYZA/?utm_source=ig_twitter_share&amp;igshid=lg7uuqh5d3ta",MCBonde1
473,2019-02-14 13:03:12+00:00,Toronto,1096032107636248578,"Who needs the internet when my sons puts all the stats after each game on the family whiteboard. #nba #wethenorth @pskills43 @raptors @Toronto, Ontario https://www.instagram.com/p/Bt3PjchAs2q/?utm_source=ig_twitter_share&amp;igshid=1cjs0337yau2c",Mav_John
474,2019-02-14 15:01:40+00:00,Toronto,1096061922594574336,@raptors game with Dad! Not much idea what was going on #Toronto #Dad #raptors #torontoraptors #Basketball #NBA #DontGetIt #wethenorth #Canadad #Canada @Toronto Raptors https://www.instagram.com/p/Bt3dHKXhi4Q/?utm_source=ig_twitter_share&amp;igshid=nhijso3wnwx3,JamDelay
475,2019-02-14 19:42:07+00:00,Toronto,1096132496725487616,My forever valentine || @YWolfEinstein • #love #datenight #raptors #couple @Scotiabank Arena https://www.instagram.com/p/Bt39NR1A7We/?utm_source=ig_twitter_share&amp;igshid=1wyey6scz5sin,stefiedrew
476,2019-02-15 01:28:40+00:00,Toronto,1096219712545902592,RT @pskills43 Career Game Highlights Vol.1 @nba @raptors kiki_devine_1705 jiggauncut #nba #raptors #pascalsiakam #toronto #scarborough #mississauga #brampton @Scotiabank Arena https://www.instagram.com/p/Bt4koRbAIvl/?utm_source=ig_twitter_share&amp;igshid=5lc4u7va55b7,King1Lyrical
477,2019-02-15 05:22:53+00:00,Toronto,1096278651413229569,From Raptors game to Team Canada hockey game... My heart this year belongs to Canada Happy V Day • • • • • #teamcanada #teamcanadahockey #canada… https://www.instagram.com/p/Bt4_q-KhQFCMGnfuPmXu1mHZvngukJzeSqg2Cs0/?utm_source=ig_twitter_share&amp;igshid=ku9yzz49xedl,icyangel88
478,2019-02-16 00:41:58+00:00,Toronto,1096570344515588096,Got a #selfie with @moraptorsfan oh and the @raptors won the game. But this was the highlight of the night. #wethenorth #wethenorthforever #goraptors #superfan #nofilterneeded @Air Canada… https://www.instagram.com/p/Bt7ESCXA3dQ/?utm_source=ig_twitter_share&amp;igshid=76pe5v2bddvg,_jasperibe
479,2019-02-16 11:40:46+00:00,Toronto,1096736139480842240,This girls got game . 2-4-1 basketball court rentals all weekend gtasportsplex . . . #basketball #hoops #gotgame #ballers #raptors #kawhileonard #sports #vaughan #gym #wnba… https://www.instagram.com/p/Bt8PMM8gak2/?utm_source=ig_twitter_share&amp;igshid=13gv40t9jlf38,vaughansports
480,2019-02-19 21:16:51+00:00,Toronto,1097968278750855168,"ONLY 1.5 WEEKS LEFT! SIGN UP! CONTEST ALERT 2 Free Toronto Raptors tickets giveaway Entering is easy, LIKE this post 1. Follow my account @RICIRealtor or (@realestatedurhamregion… https://www.instagram.com/p/BuE_ul-gL8J/?utm_source=ig_twitter_share&amp;igshid=cwjumur3axji",RICIRealtor
481,2019-02-22 15:52:05+00:00,Toronto,1098973712110571526,Kyle Lowry all smiles talking about his good friend Demar Derozan #raptors #toronto #nba @Scotiabank Arena https://www.instagram.com/p/BuMJPfZB_Q6/?utm_source=ig_twitter_share&amp;igshid=9szg7q2zjx0p,KRBAVAC
482,2019-02-22 17:49:18+00:00,Toronto,1099003210533167104,"We are here, and here early. Broadcasting live from 1pm as @demar_derozan returns to Toronto. @TSN1050Radio #WeTheNorth #Raptors @Scotiabank Arena https://www.instagram.com/p/BuMWqFLBL0Q/?utm_source=ig_twitter_share&amp;igshid=nurjoepkp9p",GarethWheeler
483,2019-02-22 20:33:06+00:00,Toronto,1099044433343827968,"The guy loved the city and rep'd better than any Raptor has. His game got better every season... even though you are wearing another jersey, welcome home @demar_derozan #demarderozan… https://www.instagram.com/p/BuMpZvYhBTo/?utm_source=ig_twitter_share&amp;igshid=1ue34g8sjg1pn",HowGregory
484,2019-02-22 20:53:01+00:00,Toronto,1099049442274131968,Here..We..Go! @seemzzz tazwjordan #raptors #demarderozan #theheartofthe6 #torontoraptors #sanantoniospurs #basketball #scotiabankcentre #fridayfeb22 #thespursarecoming… https://www.instagram.com/p/BuMrrgkha4k/?utm_source=ig_twitter_share&amp;igshid=l8uf0j6fh0sq,DJMarlove
485,2019-02-22 21:02:39+00:00,Toronto,1099051867932221440,Here..We..Go @seemzzz tazwjordan #raptors #demarderozan #theheartofthe6 #torontoraptors #sanantoniospurs #basketball #scotiabankcentre #fridayfeb22 #thespursarecoming… https://www.instagram.com/p/BuMsyHJBYUS/?utm_source=ig_twitter_share&amp;igshid=9104hgkmnqwe,DJMarlove
486,2019-02-22 22:37:24+00:00,Toronto,1099075713154482176,Oysters Tonight!⁣ Pizza Tomorrow!⁣ Charcuterie Sunday! ⁣ ⁣ @islandoysters is set up and shucking oysters until 9pm tonight while we watch the Raptors game on TV.⁣ ⁣ marks_pizzas will be… https://www.instagram.com/p/BuM3oIXBUO4/?utm_source=ig_twitter_share&amp;igshid=1k5664cr1q1ru,BlackLabBeer
487,2019-02-22 22:50:43+00:00,Toronto,1099079065133170690,Raptors vs Spurs. The return of DeMar. Check the marquee matchup lol. . . #toronto #raptors #rtz #demar #derozan #wethenorth #yyz #torontoraptors #nba #kawhileonard #lebron #spurs… https://www.instagram.com/p/BuM5JiZgatz/?utm_source=ig_twitter_share&amp;igshid=1fmhjzc2atmn8,Mr_Fernandes
488,2019-02-22 22:56:49+00:00,Toronto,1099080599694860289,San Antonio Spurs DeMar DeRozan arrives at the Scotiabank Arena prior to a game against the Toronto Raptors. #demarderozan #sanantoniospurs #formerraptor @… https://www.instagram.com/p/BuM52UNAOelHo1CYGYKLyVuFC2Vf0DyahB3DJM0/?utm_source=ig_twitter_share&amp;igshid=zakvnc26fbx7,nturchiarophoto
489,2019-02-23 00:02:35+00:00,Toronto,1099097151412424704,Lookin down on dem haters... Jk jk... Iookin for loose change... #toronto #raptors #rtz #torontoraptors #derozan #seasonseatholder @Scotiabank Arena https://www.instagram.com/p/BuNBYDhAqZB/?utm_source=ig_twitter_share&amp;igshid=ywb3o85rtu84,ayshasmiles
490,2019-02-23 00:59:04+00:00,Toronto,1099111363954171905,#raptors #trains #hockey #daddysgirl #mavisrubymerrittpartington @Jimmy Simpson Park https://www.instagram.com/p/BuNHj7Pg04mJJ5h7zcDWKLgNkZgJvh7ZIJXJek0/?utm_source=ig_twitter_share&amp;igshid=c05t199ngvk5,tiphymerritt
491,2019-02-23 01:03:44+00:00,Toronto,1099112538963210240,"When you’re at #Raptors game, pausing for a pic with the posse, and someone behind the photographer says “Hey, didn’t we connect on Tinder?” #Distraction… https://www.instagram.com/p/BuNIX-AFM7VVqaKk9CKMAwx6z5X0wq-4aWWhbQ0/?utm_source=ig_twitter_share&amp;igshid=azmqwp6xltl2",Steve_Dao
